adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/A3sSawJG5de6VboyKIVg01x3H6E.jpg,9648,47533,en,Scooby-Doo! Curse of the Lake Monster,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",38.48,/4fvCOntbgzZ9crbduTHRhgN8bgq.jpg,2010-10-16,Scooby-Doo! Curse of the Lake Monster,False,6.1,486
False,/mZfkW31Y9a8DvISpO9nj5Tc7neo.jpg,18,4584,en,Sense and Sensibility,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",44.974,/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,1995-12-13,Sense and Sensibility,False,7.433,1589
False,/a0jJMlI1Nw83EXaYmN0QHuccRXm.jpg,28,238713,en,Spy,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",29.728,/6On9Ed52fz8W1h9PzaDQ12ZfHdn.jpg,2015-05-06,Spy,False,6.8,5811
False,/3BaI0ClDf010ZhnBbrM1k8jIskS.jpg,27,547088,en,Special Day,"Emily is a quiet girl who comes from an unusual family. On the night of her 18th birthday, they gather together to reveal an important secret to her. It’s a secret that will shape the rest of her life…",17.013,/sMLTi0MxzclJffSg7gLknfNHcMD.jpg,2018-08-27,Special Day,False,6.583,5
False,/3luwjhBo76a7swVxqfjcOh3e8tR.jpg,28,74998,en,Seeking Justice,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",17.857,/lN3O0j1DKVnwhO1h5J3utrmrBF2.jpg,2011-09-02,Seeking Justice,False,5.906,962
False,/62PJAfCHczgD6sTdnnLXQIuKRlN.jpg,27,241855,en,Spring,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",13.608,/qPI94JmMga88RB7vuQA83McgFaz.jpg,2014-10-08,Spring,False,6.633,655
False,/d0w5Ch9jwuE6tkHeNVu7aniPvwL.jpg,18,296025,en,Safelight,A teenage boy and girl discover a renewed sense of possibility as they go on a road trip to photograph lighthouses along the California coast.,18.983,/3Fy3aBhBe9IWJdgL9HfCbYXpvpP.jpg,2015-07-17,Safelight,False,5.859,64
False,/nYsv7hgsCGPqrhRhODk3SLMjaXN.jpg,35,879330,en,Soulmates,"Lifelong best friends, Sam and Jess, are each other’s everything. But when Jess meets a handsome out-of-stater, Landon, Sam begins to fear she’s being cast aside. To make matters worse, a massive corporation - who happens to be Landon’s employer - is threatening the small-town way of life they know and love in Vermont. In order to save her sisterhood and protect the town, Sam will pull out all the stops to keep both Jess’s relationship and the ominous company from developing any further.",25.842,/jdSphRgnSh8iUaY6YrxZ3PfYnEk.jpg,2021-11-12,Soulmates,False,6.2,61
False,/nqdwkjcIN3AFvV1ITbCHKQ4GRBT.jpg,35,11592,en,Serial Mom,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",20.239,/vAZkFho9YdIXPmMdHMwr10Go2FF.jpg,1994-04-13,Serial Mom,False,6.736,624
False,/bo5VJbds3oeMoj19GFnzBoUgjJS.jpg,878,376865,en,High Life,A father and his daughter struggle to survive in deep space where they live in isolation.,18.95,/ftRRIYNzpTDYeTznrAxgT5v1vJY.jpg,2018-09-26,High Life,False,5.753,1032
False,/7RE3dqDcafLRPj3W2q7EJ3ybIm7.jpg,35,929170,en,Honor Society,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",24.016,/61CZ4JxyaI462sFfLPhtyzRg4vv.jpg,2022-07-23,Honor Society,False,7.61,345
False,/mMoG4nPSDupXIXOwVvpexZY2W0N.jpg,28,254128,en,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",91.74,/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,2015-05-27,San Andreas,False,6.231,8240
False,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,16,916224,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",86.149,/oNbCAM3UVJamxRFd5hUt686aqb2.jpg,2022-11-11,Suzume,False,7.996,1025
False,/1izLoqNuHTECe25rMcgAcYnMjsr.jpg,53,121824,en,Stand Up Guys,"After serving 28 years in prison for accidentally killing the son of a crime boss, newly paroled gangster Val reunites with his former partners in crime, Doc and Hirsch, for a night on the town. As the three men revisit old haunts, reflect on their glory days and try to make up for lost time, one wrestles with a terrible quandary: Doc has orders to kill Val, and time is running out for him to figure out a way out of his dilemma.",22.886,/mbyYGpLCqeBxM3WrFar5h9winZN.jpg,2012-12-14,Stand Up Guys,False,6.0,877
False,/eca3tlO1vtnua8LUK70ISDMYcwF.jpg,99,1146302,en,Sly,"His love of film began as an escape from a rocky childhood. From underdog to Hollywood legend, Sylvester Stallone tells his story in this documentary.",35.308,/1utWajLPvv1R9ZwkD98s2ZEngS.jpg,2023-09-16,Sly,False,7.2,132
False,/sQUiouw94zhoG6LDEj9h8cPb61N.jpg,12,1893,en,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",41.968,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,1999-05-19,Star Wars: Episode I - The Phantom Menace,False,6.542,13999
False,/bdD39MpSVhKjxarTxLSfX6baoMP.jpg,18,857,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",95.013,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998-07-24,Saving Private Ryan,False,8.213,15157
False,/44immBwzhDVyjn87b3x3l9mlhAD.jpg,27,934433,en,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",88.173,/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,2023-03-08,Scream VI,False,7.072,2288
False,/lttAmV82m4SlQHlk0FVYEqF9utP.jpg,35,24446,en,Holiday in Handcuffs,"A ne’er-do-well thirty-something attempts to appease her family by kidnapping herself an attractive boyfriend for the family Christmas. Despite unlikely odds and dysfunctional family moments, the two fall in love and share a magical Christmas.",18.605,/cOHe3Otd2VUbvFlkuD3wKC0braB.jpg,2007-12-09,Holiday in Handcuffs,False,6.327,176
False,/lDsqTcLfp91EYz1ZlVVoZPd1kF8.jpg,18,10935,en,Heaven's Gate,"Harvard graduate James Averill is the sheriff of prosperous Jackson County, Wyo., when a battle erupts between the area's poverty-stricken immigrants and its wealthy cattle farmers. The politically connected ranch owners fight the immigrants with the help of Nathan Champion, a mercenary competing with Averill for the love of local madam Ella Watson. As the struggle escalates, Averill and Champion begin to question their decisions.",13.403,/kW4Vk31nhtKPKGuYMaVATq3wcHC.jpg,1980-11-19,Heaven's Gate,False,6.777,336
False,/9bZy1KwxiM8BVJlo93xwkdEo5Zj.jpg,10749,472838,en,SPF-18,"18-year-old Penny Cooper spent years pining for Johnny Sanders Jr., but when a mysterious musician shows up on the beach, Penny is torn.",15.358,/mdsnV8HtJUDhwmCt0IDT0TwLbsz.jpg,2017-09-29,SPF-18,False,4.427,1038
False,/lFZKCyfqqCaK94TftFVKcXcSIOw.jpg,18,24748,en,Hud,"Hud Bannon is a ruthless young man who tarnishes everything and everyone he touches. Hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. There is bitter conflict between the callous Hud and his stern and highly principled father, Homer. Hud's nephew Lon admires Hud's cheating ways, though he soon becomes too aware of Hud's reckless amorality to bear him anymore. In the world of the takers and the taken, Hud is a winner. He's a cheat, but, he explains, ""I always say the law was meant to be interpreted in a lenient manner.""",20.98,/A168bF52vmAIGkC2Qafj7M2EmaE.jpg,1963-05-28,Hud,False,7.245,282
False,/fJkh0BPaJOKsllac4iMcyE6m2at.jpg,35,416494,en,Status Update,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",25.731,/E4twRNScyq3g6tRpvK6X8LdD1z.jpg,2018-02-09,Status Update,False,7.352,498
False,/drulhSX7P5TQlEMQZ3JoXKSDEfz.jpg,18,581389,ko,승리호,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",17.393,/cBcmL2H866sNqhAR8J9DQ9R4UD6.jpg,2021-02-05,Space Sweepers,False,7.072,965
False,/1c5qE7EVz3OYVWC0bADlKnNQD2V.jpg,35,70587,en,Spooky Buddies,Disney's irresistible talking puppies are back in an all-new movie that takes them far across town to a mysterious mansion where something very spooky is going on.,20.345,/iPXai8I7jnEZ4vbNLryV8K8bIOC.jpg,2011-09-20,Spooky Buddies,False,6.066,137
False,/vgVzQyOVU5QDSbEPkilPVg8IS41.jpg,10402,6279,en,Sister Act 2: Back in the Habit,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.",35.221,/dlkBp5S6Ei5f54031rAhyb4IwML.jpg,1993-12-09,Sister Act 2: Back in the Habit,False,6.376,1724
False,/4fj9pWyIA3I2TxXXfXFRfIPbX0a.jpg,10749,330947,en,Song to Song,"In this modern love story set against the Austin, Texas music scene, two entangled couples — struggling songwriters Faye and BV, and music mogul Cook and the waitress whom he ensnares — chase success through a rock ‘n’ roll landscape of seduction and betrayal.",30.128,/itmaNi14GyWguTOywZ0mMzyScW9.jpg,2017-03-17,Song to Song,False,5.47,820
False,/pWMHjziBdlBlU6jRmvBI0qzzB8S.jpg,35,57089,en,Hoodwinked Too! Hood VS. Evil,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",28.124,/rp3oWYCiiOKddzsObLlgSGWz37.jpg,2011-04-29,Hoodwinked Too! Hood VS. Evil,False,5.126,513
False,/Am5FMJgYbHbTtWFtGPYPTAD8TuM.jpg,27,19236,es,Santa Sangre,A former circus artist escapes from a mental hospital to rejoin his mother - the leader of a strange religious cult - and is forced to enact brutal murders in her name.,13.36,/6VTra0NR4ygRnq3bD922I4rU0Mq.jpg,1989-11-24,Santa Sangre,False,7.1,397
False,/8K4E1Cniy5HRbpGO26lj5fYvZRf.jpg,35,23988,en,Stan Helsing,"A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?",16.591,/qDlmKahejt0NoQzw65tnLayEhHZ.jpg,2009-10-27,Stan Helsing,False,4.224,445
False,/bv3vfyXE8oBCdbLc4WO6hDU3s3a.jpg,27,27769,en,Sometimes They Come Back,"Desperate for a job to help him support his family, Jim Norman takes a position teaching high school in the town where his brother was murdered in front of him by teenage bullies twenty-seven years before. The teens who committed the crime are long dead, but now the kids in Jim's new class keep dying and being replaced by new students who look like the deceased hoodlums.",16.338,/jOsCw4tKKyRcYU1Wygp2V6hhpNm.jpg,1991-05-07,Sometimes They Come Back,False,5.856,219
False,/f2z00VIPyrrfFabw0RnoY5M8uYt.jpg,18,44603,en,Hereafter,"Three people — a blue-collar American, a French journalist and a London school boy — are touched by death in different ways.",25.738,/nOy0X8XSmSDOuwV8pqT70WoWHwT.jpg,2010-10-22,Hereafter,False,6.084,1576
False,/7W9xm2YTq54rfLFimIniMrywShv.jpg,28,22538,en,Scott Pilgrim vs. the World,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",45.932,/g5IoYeudx9XBEfwNL0fHvSckLBz.jpg,2010-08-12,Scott Pilgrim vs. the World,False,7.485,7514
False,/2tE0A6WjLowwQOUY8se1Xlf3O6U.jpg,18,68730,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",58.929,/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,2016-12-22,Silence,False,7.122,2930
False,/7cdyAkpOCwRSbPF0S3HzVrfJCLi.jpg,16,1146348,en,"Scooby-Doo! and Krypto, Too!","When the Justice League goes missing and villains overrun Metropolis, there's only one team that can solve this mystery: Scooby-Doo and the gang! But wait, there's a new dog in town – Krypto – Superman's Superdog with Super Powers. Mystery Inc. will need all the help it can get when phantoms menace the Justice League's headquarters.",34.346,/8F0vndHgyVRPYawXm91pSLPWSKz.jpg,2023-09-26,"Scooby-Doo! and Krypto, Too!",False,7.508,61
False,/2wKOO39vOvWK1vBDb72NuNfkE55.jpg,35,653598,en,Spree,"Desperate for an online following, a rideshare driver has figured out a deadly plan to go viral and he will stop at nothing to get his five minutes of fame.",20.135,/1PIkAGBkiOr1CJWXyq47oHvIMVa.jpg,2020-08-14,Spree,False,6.437,399
False,/nJYAAOk74VjPlwz34jWFh8MPw2r.jpg,35,664574,en,Silent Night,"Nell, Simon, and their boy Art are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",22.141,/bfUO1SBTfgcK77em3lOuRFY2uLc.jpg,2021-12-03,Silent Night,False,6.06,430
False,/5HlTix2YQw24NCGZ7D83VJeRkLh.jpg,878,354282,en,Science Fiction Volume One: The Osiris Child,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",31.872,/3sx69bH2n2tgvknvq2VROJ6lEXS.jpg,2016-02-17,Science Fiction Volume One: The Osiris Child,False,5.56,462
False,/kmeINuKue6sUsypiVaR9IG0Yi8R.jpg,35,347031,en,Swiss Army Man,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",21.866,/8pxn8CQ6SD6tly75lrKw08wfZKv.jpg,2016-06-24,Swiss Army Man,False,6.929,3366
False,/4fU2ddunguMjxWK0oWdUfKES9Qo.jpg,28,5851,en,Showtime,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,22.858,/7eo7pxiSH0qvp8GKHclhrdxowlC.jpg,2002-03-14,Showtime,False,5.521,915
False,/PeeLhvumCVbAoj9qwVr6vClJje.jpg,16,11827,en,Heavy Metal,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",26.151,/atUtWrDlLzT1yeVK2EoYtvbS963.jpg,1981-08-07,Heavy Metal,False,6.475,649
False,/xDEVdWduhRdNS4PzA6wif6FjUQb.jpg,28,1036561,en,Shadow Master,"After being slain by a group of criminals, a man is reborn with animal-like superpowers and makes it his mission to right the wrongs of his city.",42.167,/67ZsRKbItt6B1yHlsJKgfPWOyuJ.jpg,2022-11-03,Shadow Master,False,6.745,92
False,/yR6952VuJ2OchliEj0vyRxFZiBT.jpg,28,474392,en,Samson,"After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.",38.87,/v7Zaj1IEzMMB7KzfglpxdXWB66u.jpg,2018-02-16,Samson,False,5.76,225
False,/vZDACOEHE024r3Dd3TaKlqKrRco.jpg,10749,526811,fr,Passion simple,"A man and a woman are brought together by chance for several months. He is younger than she is, married, Russian, officially a diplomat stationed in Paris. She is a beautiful teacher and researcher, with her feet firmly on the ground. The film follows the evolution of their love, from the beginning to end.",34.937,/ezSCLw2xy2OqL63Dx7zoHlj177v.jpg,2021-01-14,Simple Passion,False,5.669,77
False,/aOeshAxAhiDVIiHsXVFmF6bgclh.jpg,35,617505,en,Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",31.874,/dbhC6qRydXyRmpUdcl9bL9rARya.jpg,2020-10-07,Hubie Halloween,False,5.939,1529
False,/3r3tZgKTw1554hcFoUfydLHE38w.jpg,27,338947,en,Hellraiser,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",45.891,/f9ZAIUxTTk23vo1BC9Ur1Rx5c2E.jpg,2022-09-28,Hellraiser,False,6.22,719
False,/AuCrQyv2WZfbZcWOfim3ifXZ7zv.jpg,53,21734,en,Shadow of a Doubt,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.",15.412,/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,1943-01-15,Shadow of a Doubt,False,7.528,966
False,/x0XakykB5NRwOv9QZT9oBJbXg29.jpg,878,10216,en,Species II,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",23.851,/bTZOYPnbnTaeiiybtByzWkeb1Gl.jpg,1998-04-10,Species II,False,5.193,647
False,/wwzuxanisjA7GhZOPYaWlfmlCKY.jpg,878,23048,en,Hot Tub Time Machine,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Craig is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",18.847,/wjzbVXAes1acbh6k4OO5xVfy5.jpg,2010-03-26,Hot Tub Time Machine,False,6.039,2340
False,/dbk1GH7eRmUrs8y9WFQP1corti2.jpg,18,4380,en,Shall We Dance?,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",29.212,/aGIyiQv08Gw1HO5BV1yrwCWtGHC.jpg,2004-10-15,Shall We Dance?,False,6.407,1139
False,/tV52jYHf2CkFzIMlrn87xs1aPM.jpg,28,438970,en,Sharknado 5: Global Swarming,Fin and his wife April travel around the world to save their young son who's trapped inside a sharknado.,18.841,/zB1ZhLWQNiBkRnABbFaULodfEaj.jpg,2017-08-06,Sharknado 5: Global Swarming,False,4.771,310
False,/nlfjdxHeMuGhMwjyP60DdM8OIxU.jpg,27,8997,en,Hollow Man II,"After the mysterious death of scientist, Dr. Devin Villiers, Det. Frank Turner and his partner are assigned to protect Villiers' colleague, who revealed that  a veteran soldier was subjected to an experiment with the objective of creating the ultimate national security weapon... an undetectable soldier. The experiment failed – with disastrous side effects.",24.454,/c6Ga1AUGPe3GwlpX3qDYrD9y3EZ.jpg,2006-05-23,Hollow Man II,False,4.9,233
False,/akvlTeB0LiNzw9U9YCAB8wwb5Qo.jpg,18,1075175,en,How to Have Sex,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",33.724,/rafwrzslLb203hQFIU8s0yRk0Qy.jpg,2023-11-02,How to Have Sex,False,6.429,170
False,/2q3B90h2hZ6xJTvna9CIFDNaIr4.jpg,16,9473,en,"South Park: Bigger, Longer & Uncut","When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",97.968,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,1999-06-30,"South Park: Bigger, Longer & Uncut",False,7.265,2555
False,/rrfBenawPGhkt5yvb124NSZwnAC.jpg,18,930564,en,Saltburn,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",77.005,/qjhahNLSZ705B5JP92YMEYPocPz.jpg,2023-11-16,Saltburn,False,7.076,1836
False,/s2i9OfFiw0ASCugT8OH8gCPC1NE.jpg,9648,536437,en,Hypnotic,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,83.385,/3IhGkkalwXguTlceGSl8XUJZOVI.jpg,2023-05-11,Hypnotic,False,6.274,1017
False,/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg,27,381288,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",65.043,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,2017-01-19,Split,False,7.34,16727
False,/vruRG9oFSC2QI3F6vLAsj1ND14S.jpg,878,934194,en,Slash/Back,"In a remote Arctic community, a group of Inuit girls fight off an alien invasion, all while trying to make it to the coolest party in town.",132.461,/fmmRFQtsRrNOpmcfoxVIyE1LxxT.jpg,2022-06-24,Slash/Back,False,6.516,64
False,/9QXx4tS65s3oUBoQ27bMIwmBD9x.jpg,16,48466,en,Scared Shrekless,"Shrek challenges Donkey, Puss in Boots and his other fairy tale character friends to spend the night in Lord Farquaad's haunted castle, telling scary stories to see who can resist becoming scared and stay the longest.",22.102,/aAQQJhX8NqKZ7ZNDUPQQKi1wK8h.jpg,2010-10-28,Scared Shrekless,False,6.6,424
False,/sLK03Ed0D8EOoqLFBjrOcYSz8Tm.jpg,80,579051,en,Silk Road,"Philosophical twenty-something Ross Ulbricht creates Silk Road, a dark net website that sells drugs, while DEA agent Rick Bowden goes undercover to bring him down.",18.114,/6KxiEWyIDpz1ikmD7nv3GTX4Uoj.jpg,2021-02-19,Silk Road,False,6.366,190
False,/sh9aRWXveSCeY2TDgNv3UzXAUb9.jpg,27,43919,en,Hatchet II,"Picking up right where the original ended, Marybeth escapes the clutches of the swamp-dwelling killer Victor Crowley. After learning the truth about her family’s connection to the hatchet-wielding madman, Marybeth returns to the Louisiana swamps along with an army of hunters to recover the bodies of her family and exact the bloodiest revenge against the bayou butcher.",18.099,/a8Hh6DIOjPE73Hw5ZihDr3k1JDw.jpg,2010-08-26,Hatchet II,False,5.5,345
False,/cz1EXa6aRBzrX0q2lByOHo079jI.jpg,28,461053,en,S.W.A.T.: Under Siege,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",26.354,/sGcDltZ2aUgLV7oFxGlpO1oGmc0.jpg,2017-08-01,S.W.A.T.: Under Siege,False,5.884,344
False,/59CCw4EtiahW0E5cfTrvdbqPQTo.jpg,16,335797,en,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,77.545,/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg,2016-11-23,Sing,False,7.109,7666
False,/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg,28,429617,en,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",87.494,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,2019-06-28,Spider-Man: Far From Home,False,7.434,15000
False,/pBdQ4iorzRV2G38mdS6rzrmUfMA.jpg,28,840326,fi,Sisu,"Deep in the wilderness of Lapland, Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.",97.068,/ygO9lowFMXWymATCrhoQXd6gCEh.jpg,2023-01-27,Sisu,False,7.486,1820
False,/pnkcE3Q3fPNM9XzWEN1gJJRYYX4.jpg,35,772,en,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",89.974,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,1992-11-15,Home Alone 2: Lost in New York,False,6.738,9178
False,/2i0UBKObcarBSmSAa1yXVW52bgn.jpg,27,1146148,en,"Sorry, Charlie",A remote helpline volunteer is targeted by a stranger who lures women from their homes with a recording of a crying baby.,127.253,/5FdlhzK976qK6tbmVre5eX1CGAt.jpg,2023-10-06,"Sorry, Charlie",False,5.625,4
False,/mxf8hJJkHTCqZP3m4o8E1TtwHHs.jpg,35,872,en,Singin' in the Rain,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",23.844,/w03EiJVHP8Un77boQeE7hg9DVdU.jpg,1952-04-09,Singin' in the Rain,False,8.2,2971
False,/nVQ8eBeXvvaTlRuU0Fe45LwJaCI.jpg,35,1792,en,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",24.588,/gUbNzcIdKCoqp9amNFpFQfpBzrB.jpg,2003-12-10,Stuck on You,False,5.324,628
False,,10749,892222,ko,새아빠와 모녀,"Seo-ra, an elegant woman from Louisiana, U.S., marries businessman Kyeong-han who does anything to make money. Kyeong-hwan was in a relationship with Mi-yeon, who was a bar madam, but after his marriage to Seo-ra, he tells Mi-yeon that he will now live as an elegant businessman. For Kyeong-hwan, however, there was a problem of sexual desire and madness when he saw clothes with no underwear in sight. One day, Seo-ra's biological daughter Yoo-na, appeared at Kyeong-hwan's newlywed house in a short skirt.",20.387,/49UMGEIEACXOU5PvwUswyVDmgJf.jpg,2021-09-24,Stepdad and Mother-Daughter,False,7.0,1
False,/onUq9yfiBreEd7XrjETGqiJc7y0.jpg,10402,11424,en,High Society,"Childhood friends Tracy Lord and C.K. Dexter Haven got married and quickly divorced. Now Tracy is about to marry again, this time to a shrewd social-climbing businessman. C.K. still loves her. Spy magazine blackmails Tracy's family by threatening to reveal her playboy father's exploits if not allowed to cover the wedding. A remake of the 1940 rom com The Philadelphia Story.",23.587,/4H224rVxChPrYVvR3E0VPV8zdlO.jpg,1956-07-17,High Society,False,6.899,208
